new_cases
1013
218
63
300
0
40
0
0
235
0
932
0
22
53
0
25
40
546
0
28
1
86
0
3
0
43
2
92
15
14
19
0
1
150
9
8
66
308
39
1958
104
12
49
352
922
678
0
0
409
0
1
5
0
0
85
17
2
1
10
0
163
4
138
2
86
0
10
6
526
45
343
2
183
0
0
0
403
18
0
0
10
0
0
5
1
6
111
17
655
0
1
2
6
0
0
38
190
666
136
1
18
101
95
18
119
2
0
9
13
8
16
1115
321
195
1
659
257
4
20
46
353
2
61
1578
2
25
15
2125
1
31
988
108
1
23
2
31
1276
24
752
0
1
190
202
55
113
4944
0
0
0
9
0
0
1837
10496
0
61
63
123
58
6
0
5
2
4050
0
0
0
489
0
0
561
4
330
0
9
0
899
175
383
218
0
0
26
4
21841
42
418
1
22
162
87
94
0
0
3
0
0
0
10
0
8
31
43
0
0
23
0
12
151
0
3
19
658
47
637
1979
11
0
2
124
0
9
724
1
199
7
12
0
194
54
1
73
4
104
191
17
0
0
0
341
13
0
62
670
123
33
278
421
3
0
1
101
9
1572
9
941
0
592
0
200
2
0
48
50
89
7
543
0
1
0
2
0
263
0
1374
0
88
25
6
218
209
6
6736
43
0
27
31
71
0
68
339
387
2389
38
301
0
0
9
2
0
1
7
3
0
0
211
84
0
0
0
290
0
374
0
3480
992
551
0
182
0
3039
1832
0
3
0
12
27
34
0
0
0
703
1501
116
99
130
224
0
7
3
0
578
663
0
35
777
862
21
100
29
31
260
198
28
100
0
10
411
15
787
476
0
0
113
82
0
11
73
33
19
0
0
0
0
0
69
75
312
1
1
0
403
117
2
1
51
0
0
100
8
145
0
25
12
0
11
0
0
0
0
27
1
44
0
6
39
520
2
0
60
5385
123
3237
70
27
29
6
181
1540
6
4
4
1847
17
7
16
741
0
262
544
6
91
44
18
7
22
6
27
979
36
6
119
284
514
0
2
22
0
5
0
15
11
482
0
145
63004
297
0
1
0
59
191
69
0
0
0
0
43
1
0
0
0
0
0
44
0
649
12
0
0
0
41
0
0
5745
21352
774
55
0
1
7
24
2
64
2
52
247
0
5
115
143
133
34
0
436
3
14
5497
583
115
0
454
6
411
0
6
0
1106
0
150
4
3
10
0
1083
0
371
879
166
0
3
299
75
0
0
1
1
270
0
0
634
15
278
494
7
0
119
537
0
37
1176
3
2
600
69
0
0
68
716
362
3
1399
0
9888
0
0
18
0
0
24879
134
188
1003
1119
57
160
0
205
62
0
0
942
31390
0
21
331
127
338
683
1
0
11687
1590
38
46
1
754
1041
119
5
112
6428
0
18508
0
0
3
0
2979
71
3
521
22
82
178
8
0
100
1
1
0
0
50
56
166
0
47
96
0
12
13
4144
20
93
0
0
115
0
34
3
0
18
386
156
0
69
77
755
885
349
7
403
9
261
1
5
364
22
3039
11
1
0
0
268
28
936
8
0
2
12
18
391
643
20
546
11
603
0
81
0
0
0
4966
158
138
0
923
0
9
0
32
0
0
0
26
11
0
1637
8
296
0
771
130
39
0
0
14
54
68
523
115
1
1632
73
2
283
3
452
10
0
40
11
0
117
0
4339
60
2521
57
0
0
117
3
0
25
33
88
2
50
0
17
93
1
37
0
0
226
55
279
168
10
0
0
3721
6
6
0
0
0
0
139
0
6
4
1
2416
2457
861
33
0
2
626
39
0
3
0
811
526
59
16
2
192
279
10
0
0
27
3
30
0
0
20
1
23
0
23
1778
10
0
0
0
0
4213
221
-1
236
75
11
2
0
4014
16
1142
52
17296
156
3256
0
12
755
78
0
12
0
3
60
0
31
152
427
17
0
47
2
897
663
0
0
7
302
0
0
5385
637
2
11929
4
362
0
643
0
15968
35
0
723
0
3
607
1
50
642
42619
20
3
50
0
148
0
0
8
105
162
3
0
0
0
260
39
1210
1158
0
4268
6825
3240
0
1
1
0
20
0
8
2709
906
5
9
5
0
758
431
17
338
4
539
0
59
31
2
1
3360
380
0
19
2116
0
0
22
0
12
0
0
13
2
180
1
210
0
0
175
4
0
0
387
1
10
0
1
6632
17
0
66
0
9
25
0
0
0
1130
7
0
127
3
352
0
0
29
303
0
0
176
0
0
0
1
0
0
5
410
21
0
39
6
0
17459
2343
64
155
0
0
18
54
309
668
20
0
0
319
0
0
14
6654
269
131
29
0
475
267
0
1
306
21
0
6995
30833
601
175
0
37
1
3
0
686
163
9
67860
0
27
0
0
71
868
7
0
534
4
438
15
0
0
271
3395
45
2
26
1
5
1444
65
28369
31667
450
1
0
104
18
40949
44
193
132
94
4
345
50
438
1141
25
43
3
2911
0
0
94
102
0
5
29
0
1426
14
0
0
0
284
9304
25
0
5441
0
2
0
33
0
0
0
4
0
3
0
2
1457
19
434
0
181
82
3
0
200
887
0
25
0
0
64
0
0
33
0
1097
0
55
0
383
0
2429
0
0
2
110
4
2960
0
87
20
5874
0
394
3
0
66
9
301
17
0
8
60
44
66
89
8
7
41
5
443
247
6
423
813
0
35
150
1
12
7
5
8
3
6566
4
430
0
1352
23
600
0
16
20
3
288
18
190
0
21
145
347
0
3
49
6803
388
369
569
140
326
17
12
99
0
39
5
10
17
0
1
0
0
0
1
142
0
5681
0
0
603
100
2612
954
30
3
8
0
751
4
119
672
950
3
218
18
123
18
0
393
19
0
8
1073
21
619
1
7
367
236
0
450
0
240
25
9
725
0
39
1199
2657
393
0
9
0
3416
723
17
0
0
171
0
0
0
11
137
392
884
0
2
2657
1617
0
0
3
0
0
802
0
390
0
2
4
0
2
6
340
18
1769
18
8
279
427
0
0
0
2
510
0
8553
11
29
0
0
4438
217
130
46
1
0
17
4
15
0
0
213
2
0
64
77
0
5
15
28
6
7
0
0
0
14
224
85
1434
390
1
1
70
772
16
0
0
22
19
1018
6
284
142
0
3
176
47
52
0
0
1
5
4316
28
361
1554
1740
1226
0
0
10
4008
0
23
281
149
8946
49
8
0
0
443
878
0
473
0
25540
3
19
0
91
1066
36
6
153
0
93
1
486
46
554
774
0
0
32
3541
319
1209
0
0
0
0
2
46
2
239
115
0
22252
0
0
0
664
5
145
0
47
15
69
17
139
0
45
14
990
191
0
6
64
2549
69
4
182
636
0
19
165
778
0
2
0
0
72
0
2
50
0
583
16
1721
104
46
5841
24
76
11
3965
0
109
0
283
13
16409
0
0
19
110
2
263
36
21
534
2
0
0
0
92
66
3
0
212
0
59
1606
55
246
144
4
51
9
120
6
5
442
0
0
1000
565
33
2472
546
3838
611
0
2415
6
0
0
671
12
10
0
2
0
5
754
431
248
4
0
3
5
9
23
0
0
184
3
0
170
0
76
12
0
7
1153
136
0
7
18
0
174
1
24
0
26
665
2
0
35
49
0
0
1
12
117
25
11
140
50
0
2334
3
6
8
45
187
707
57
43
5
38
30
129
42
29
0
119
4
110
0
4
14
0
0
1476
3171
6578
0
0
2
0
8
0
0
19
0
0
797
268
105
740
301
350
3
0
0
0
33
33
6
13
2312
0
1012
5
234
0
3116
0
0
745
0
0
29
4
0
0
47
3
0
0
0
28
39
1446
96
0
0
399
433
0
800
262
0
822
2146
0
2
10
159
143
1041
11
35
0
23
0
0
4
19
41
1
3
93
3
0
0
11
25
24
2
0
42
0
1040
10
66
1
2784
1
1
258
0
0
1
0
0
12
1
343
1
499
461
274
240
346
3021
3288
2
603
46
2182
0
62
322
82
12
0
115
52
35
218
0
0
171
1
0
1485
0
106
894
6
51
0
14
3
0
19
6
201
49
63
0
0
36
52
0
3
1766
16
1207
19
1
71
24
70
2
7
107
136
1223
0
10
0
83
1070
0
0
667
0
76
14
0
0
0
4
23
733
11
4286
35
0
134
0
54
0
4
0
0
136
1
2110
1591
0
1
0
0
56
623
11
0
0
2164
0
9
433
0
0
0
0
10
5
12
38
601
759
747
2082
1331
22
0
0
78
2456
313
580
21
1
82
39
0
3
47
82
0
385
0
0
111
1
0
0
11
0
0
0
28
0
0
9
154
0
2545
1543
1439
63
190
53
504
1
0
7
28
13
0
41
29
143
0
20599
54
8
611
0
9
52
5
0
301
0
1
28
81
0
59
4
1713
0
0
0
7
1271
185
11
47
0
96
1
0
2389
15
3735
65
4
55
63
352
1152
0
0
1
8
71
1017
6635
627
40
11
6104
8
9
0
62
143
3223
5
22
0
0
150
43
0
16
20
0
0
512
3427
150
0
181
76
0
4
1
66
1
0
74
0
0
223
1322
0
0
214
1781
0
20
0
1
62
721
14
3599
36
3483
138
2
1
0
8
29
136
0
0
35
24
6
508
1
74
519
13
42486
50
7
122
15
0
1411
577
0
85
262
13
0
2
1053
0
121
3
0
1
0
918
344
13
5
137
0
36
2
13
0
19
409
0
7933
33
0
32
0
5209
2
81
539
392
0
518
534
39
20
0
540
14
1
0
60
0
0
1031
0
0
5
132
0
161
0
114
4
56
454
0
13
1
177
53
1614
42
184
0
12
5
0
1
1726
8
1
0
0
730
0
6
1
3
0
0
141
0
0
0
30
36
503
4
0
0
502
1
14
70
278
0
286
454
267
0
403
0
46
377
2
80
0
263
0
164
0
0
36
26
76
0
48
0
55
0
82
197
515
123
441
48
1
0
0
0
483
1
8
280
2
0
228
1
1076
0
0
176
2091
79
2
0
0
1
21
2916
43
4
5
4
3623
37
0
28
12
976
0
376
1036
0
1
0
32
18
67
51
17
6
12
16
3
1
13
10
1
249
0
2
0
13
78
0
192
13
13
3
0
2560
0
7
37
0
0
230
0
28
0
6
0
0
195
10
1
