Days since first case,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,e1_2_action,Number of Tweet,c7_2_action,c6_3_action,e2_2_action,e1_1_action,e2_1_action,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,c6_2_action,c1_3_action,c4_4_action,temperature,h2_2_action,c2_2_action,c8_4_action,c4_1_action,c2_3_action,c5_2_action,c5_1_action,c3_2_action,h3_1_action,h2_3_action,h2_1_action,c4_3_action,c8_3_action,h1_2_action,urbanPopulation,population_density,cvd_death_rate,gdp_per_capita,diabetes_prevalence,life_expectancy,aged_65_older_sum,clear-day,clear-night,cloudy,partly-cloudy-day,partly-cloudy-night,rain,wind-fog-snow
60,0,1,0,0,0,0,11,1,39,0,0,0,11,0,0,0,0,0,1,0,16,42,40,89.65,85,26,39,0,0,38,0,40,0,0,0,0,0,97,85.443,14.98,266.342,37960.709,12.61,77.86,3.885,1,0,0,0,0,0,0
104,1,0,0,0,0,0,0,3,0,0,0,63,0,0,0,1,0,0,0,0,0,0,101,97.22,0,46,106,0,0,0,0,0,0,80,0,0,0,105,77.915,41.285,258.037,2705.406,6.05,67.11,6.593,0,0,1,0,0,0,0
126,1,0,0,0,0,0,0,1.56,41,0,0,0,0,1,0,0,0,0,0,0,0,127,0,60.59,0,41,0,0,0,0,118,127,0,0,127,127,0,127,36.528,37.728,329.942,1136.103,3.3,60.85,5.028,1,0,0,0,0,0,0
117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,74.7,0,0,0,0,0,0,0,0,118,0,0,118,0,109,34.5,64.699,217.288,2683.304,5.75,65.46,4.982,1,0,0,0,0,0,0
55,0,0,1,0,0,0,45,1,0,0,33,0,0,1,0,0,0,0,0,0,0,0,0,39.95,0,35,42,0,0,0,32,46,41,0,56,45,0,46,68.222,31.212,350.06,25063.846,4.91,75.29,33.89,1,0,0,0,0,0,0
44,0,0,1,0,0,0,24,1,0,0,35,0,0,1,0,0,0,0,0,0,0,0,0,43,0,29,0,0,0,0,0,29,0,32,0,30,25,45,93.855,3.404,117.992,46482.958,5.31,82.99,23.638,0,0,0,0,0,1,0
97,0,0,0,0,0,1,0,2.5,90,0,87,89,0,0,0,0,0,1,0,0,33,93,90,60.6,0,43,89,0,0,43,0,93,0,0,11,0,0,100,78.099,25.129,85.755,12236.706,5.95,76.74,11.606,0,1,0,0,0,0,0
99,0,1,0,0,0,0,0,1,92,0,0,0,0,0,0,1,0,0,0,0,79,108,76,85.58,100,49,0,0,0,86,0,111,100,0,0,0,94,100,30.852,81.721,202.104,5591.597,4.61,67.13,8.852,0,0,0,0,0,1,0
14,0,1,0,0,0,0,0,1,12,11,0,11,9,0,0,0,0,0,0,1,0,14,11,31.24,0,0,14,0,0,11,0,18,0,0,59,0,0,14,57.54,6.681,466.792,24055.588,9.59,73.6,11.616,0,0,1,0,0,0,0
85,0,0,1,0,0,0,63,1.2,59,0,63,0,0,1,0,0,0,0,0,0,0,74,72,47.83,8,8,0,0,0,60,0,75,91,0,0,0,0,112,63.405,69.874,126.459,67335.293,3.28,82.3,22.606,1,0,0,0,0,0,0
103,0,0,0,0,1,0,0,0,0,0,92,0,0,0,0,0,1,0,0,0,0,0,0,82.93,86,0,0,0,0,0,63,101,0,0,0,10,0,86,13.25,18.22,561.494,3823.194,17.65,64.5,5.95,0,0,0,1,0,0,0
119,0,1,0,0,0,0,0,1,0,0,36,78,0,0,0,0,1,0,0,0,4,120,105,89.71,76,72,0,0,0,0,0,105,36,0,0,0,0,135,36.907,255.573,423.031,5034.708,8.35,67.27,7.275,1,0,0,0,0,0,0
95,0,0,1,0,0,0,1,1,0,0,0,0,69,1,0,0,0,0,0,0,0,0,0,64.11,55,0,0,0,0,0,80,94,0,0,0,28,80,98,79.388,83.479,175.695,24574.382,4.55,82.24,34.92,1,0,0,0,0,0,0
40,0,0,0,1,0,0,0,0,31,25,0,27,27,1,0,0,0,0,0,0,0,40,25,77.85,9,0,0,0,31,0,20,42,0,0,0,0,0,97,31.158,664.463,170.05,16978.068,13.57,79.19,24.425,0,0,0,0,1,0,0
134,0,1,0,0,0,0,0,4,36,0,109,0,0,0,1,0,0,0,0,0,36,128,36,83.51,143,0,0,0,6,0,52,123,180,0,0,0,113,183,37.405,1265.036,298.003,3523.984,8.38,72.59,8.36,0,0,0,0,0,1,0
127,0,1,0,0,0,0,0,1,71,0,63,63,0,0,0,0,0,0,0,1,70,74,71,75.21,0,25,70,0,0,69,0,75,0,0,140,0,0,125,20.153,204.43,260.797,2442.804,7.26,70.78,9.021,0,0,0,1,0,0,0
150,0,0,1,0,0,0,100,4,0,0,0,0,29,0,1,0,0,0,0,0,0,0,116,58.84,44,0,0,0,0,0,0,116,0,0,0,0,99,152,80.709,122.578,86.06,38605.671,4.77,82.66,32.797,1,0,0,0,0,0,0
17,1,0,0,0,0,0,0,0,6,0,0,0,10,0,0,1,0,0,0,0,6,16,0,55.13,0,0,6,0,0,6,0,16,0,0,18,16,0,18,23.981,79.492,333.436,7738.975,3.94,60.19,5.008,0,0,1,0,0,0,0
90,0,1,0,0,0,0,0,1,44,0,0,0,0,1,0,0,0,0,0,0,62,73,51,72.39,0,0,0,0,63,59,0,86,91,0,91,0,93,86,25.754,54.422,597.029,1803.987,9.59,64.83,3.918,1,0,0,0,0,0,0
15,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69.48,0,0,0,0,0,0,0,0,0,0,21,0,0,0,34.472,450.419,282.28,6426.674,10.39,69.66,9.403,1,0,0,0,0,0,0
98,1,0,0,0,0,0,0,0,89,0,0,0,90,0,0,0,0,0,0,1,89,94,98,66.36,0,0,0,0,89,94,0,98,98,0,98,0,96,99,35.771,44.304,311.11,1510.459,6.05,66.32,5.778,0,0,1,0,0,0,0
81,0,1,0,0,0,0,0,68,0,0,21,0,0,0,0,0,0,0,0,1,0,35,0,50.4,0,0,0,0,0,0,0,0,82,0,82,0,3,62,91.698,347.778,79.37,39002.223,5.72,84.63,45.542,0,0,0,0,0,1,0
56,0,0,1,0,0,0,20,1,53,0,0,0,46,1,0,0,0,0,0,0,53,57,17,53.76,14,55,43,0,0,53,0,57,58,0,0,0,0,56,61.229,104.871,304.195,11803.431,10.08,78.57,21.831,0,0,0,1,0,0,0
120,0,0,1,0,0,0,0,1,0,0,98,0,0,0,0,1,0,0,0,0,0,0,0,59.75,0,100,0,0,0,0,0,0,0,22,0,0,0,111,68.222,31.212,350.06,25063.846,4.91,75.29,33.89,0,0,0,0,0,1,0
35,0,1,0,0,0,0,0,0,31,0,28,0,0,0,0,1,0,0,0,0,31,44,31,90.21,0,0,31,0,31,31,0,31,0,0,44,0,0,31,35.645,29.715,368.111,6397.36,4,67.92,6.351,0,0,0,1,0,0,0
141,0,0,0,1,0,0,93,2,88,0,0,0,90,1,0,0,0,0,0,0,0,92,85,50.31,0,0,90,0,90,0,0,96,142,89,0,0,0,97,81.482,4.037,105.599,44017.591,7.37,82.43,27.781,0,1,0,0,0,0,0
93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77.02,0,0,0,0,0,0,0,0,94,0,0,94,0,85,34.5,64.699,217.288,2683.304,5.75,65.46,4.982,0,0,0,1,0,0,0
8,0,0,0,1,0,0,8,0,16,0,0,0,0,0,0,0,0,0,1,0,0,10,0,29.07,0,11,16,0,0,0,16,11,0,0,9,16,0,3,87.052,0.137,199.941,21655.2437,2.16,71.7,16.17296,0,0,1,0,0,0,0
103,0,0,0,1,0,0,65,26,73,0,0,0,65,0,0,0,0,0,1,0,77,87,71,70.78,0,0,0,0,73,0,75,80,131,78,0,0,90,76,82.459,35.608,151.089,54225.446,10.79,78.86,25.145,0,0,0,0,1,0,0
25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,89.73,0,0,0,0,0,0,0,0,0,0,26,0,21,26,76.607,96.254,260.942,26808.164,16.74,76.16,9.7,1,0,0,0,0,0,0
110,0,0,0,1,0,0,0,3.4,120,0,74,74,0,0,0,0,0,1,0,0,104,110,104,61.64,100,0,77,0,109,109,0,109,0,0,0,0,0,158,51.439,157.834,155.898,7423.808,10.18,74.3,7.71,0,0,1,0,0,0,0
67,0,0,1,0,0,0,45,1,41,0,45,0,0,0,0,0,1,0,0,0,41,56,54,50.43,0,0,0,0,42,42,0,57,73,0,45,0,0,94,63.405,69.874,126.459,67335.293,3.28,82.3,22.606,0,0,1,0,0,0,0
118,0,0,1,0,0,0,0,1,0,0,96,0,0,1,0,0,0,0,0,0,0,0,0,69.59,0,98,0,0,0,0,0,0,0,20,0,0,0,109,68.222,31.212,350.06,25063.846,4.91,75.29,33.89,0,0,0,1,0,0,0
150,0,1,0,0,0,0,0,1.5,136,0,0,69,69,0,0,0,0,1,0,0,134,151,151,103.14,121,95,130,0,0,60,0,151,151,0,0,0,0,157,70.678,88.125,218.612,15663.986,8.83,70.6,5.143,1,0,0,0,0,0,0
10,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,14,13,7,52.96,0,0,0,0,7,18,0,14,0,0,11,0,0,11,100,3457.1,230.1594146,33360.61836,8.31,79.93,29.49982051,0,1,0,0,0,0,0
77,0,0,0,1,0,0,77,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.81,0,0,85,0,0,0,0,80,0,36,0,0,0,72,87.052,0.137,199.941,21655.2437,2.16,71.7,16.17296,0,0,0,0,0,1,0
171,0,1,0,0,0,0,49,1.333333333,0,0,85,0,0,1,0,0,0,0,0,0,0,0,97,84.37,194,0,0,0,0,0,0,123,0,0,0,0,0,194,100,7915.731,92.243,85535.383,10.99,83.62,19.971,0,0,1,0,0,0,0
12,0,0,0,1,0,0,0,2,14,0,0,0,11,0,0,1,0,0,0,0,14,14,14,74.44,0,0,0,0,14,0,0,14,0,0,14,0,58,30,56.192,398.448,430.548,1653.173,6.65,64,7.754,0,0,0,0,1,0,0
158,0,1,0,0,0,0,0,1022.222222,0,0,24,0,0,0,0,0,0,0,1,0,0,109,0,84.24,89,0,108,0,0,0,0,113,0,0,0,0,0,113,18.585,341.955,197.093,11669.077,10.68,76.98,15.4,0,0,1,0,0,0,0
94,0,1,0,0,0,0,0,1.571428571,0,0,0,25,38,0,0,0,1,0,0,0,0,78,0,58.1,0,4,0,0,0,0,0,0,0,77,0,0,80,83,81.43,527.967,85.998,35938.374,6.8,83.03,22.536,0,0,0,1,0,0,0
117,0,0,1,0,0,0,0,2,4,0,0,108,43,0,0,0,0,0,0,1,4,0,102,64.28,0,56,0,0,0,0,102,102,80,80,0,0,111,155,65.764,112.371,127.842,27936.896,9.85,82.05,36.426,0,1,0,0,0,0,0
46,0,1,0,0,0,0,0,5,0,0,0,0,17,0,0,0,0,1,0,0,8,75,11,90.62,0,0,30,0,8,0,26,46,34,0,47,0,0,47,55.985,145.725,342.864,11188.744,6.32,71.72,8.372,0,0,0,1,0,0,0
57,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,1,0,0,0,0,37,66,34,91.58,58,7,0,0,0,44,0,69,58,0,0,0,52,58,30.852,81.721,202.104,5591.597,4.61,67.13,8.852,0,0,1,0,0,0,0
10,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44.91,16,0,0,0,0,0,0,0,16,0,0,0,0,37,63.405,69.874,126.459,67335.293,3.28,82.3,22.606,0,1,0,0,0,0,0
32,0,0,0,0,1,0,0,0,34,0,27,26,0,0,1,0,0,0,0,0,34,34,0,79.51,0,0,24,0,34,34,0,37,0,5,0,34,0,91,56.75,49.562,412.82,8702.975,14.49,67.44,9.508,0,0,0,0,0,1,0
97,0,0,0,1,0,0,0,0,88,0,0,84,84,0,1,0,0,0,0,0,51,0,0,81.03,66,51,0,0,0,0,77,0,0,0,0,0,0,154,31.158,664.463,170.05,16978.068,13.57,79.19,24.425,0,0,1,0,0,0,0
123,0,0,0,0,0,1,0,11,56,0,103,105,0,0,0,0,0,0,0,1,70,112,109,50.31,0,0,112,0,5,105,0,117,0,0,124,0,0,165,91.991,16.177,191.032,18933.907,6.89,76.67,18.639,0,0,0,0,0,1,0
10,1,0,0,0,0,0,0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,57.86,0,0,0,9,0,0,0,9,11,0,11,0,2,9,21.225,104.957,182.634,1729.927,7.47,66.6,5.589,0,0,0,1,0,0,0
74,0,0,0,1,0,0,0,2,62,0,24,24,0,0,0,0,0,0,1,0,53,73,0,80.4,75,11,36,0,0,51,0,72,75,0,0,72,0,61,68.059,55.133,128.346,22267.037,8.33,78.51,12.948,0,0,0,0,1,0,0
43,1,0,0,0,0,0,0,1,30,0,0,12,19,0,0,0,0,0,0,1,18,31,0,80.89,0,31,31,0,0,0,0,35,0,0,44,0,0,35,42.248,143.366,280.033,1429.813,6.15,61.04,4.364,0,0,0,0,1,0,0
148,0,0,1,0,0,0,0,5,0,0,26,103,0,0,0,0,0,0,1,0,0,126,0,68.86,123,43,0,0,0,0,0,126,0,0,0,0,0,149,70.736,205.859,113.151,35220.084,4.78,83.51,39.261,1,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,66.16,0,0,44,0,0,3,0,0,0,0,53,0,0,60,100,1308.82,139.547,50669.315,13,82.59,16.17296,0,1,0,0,0,0,0
19,0,0,0,1,0,0,0,0,12,0,0,20,0,0,0,0,0,0,0,1,0,24,0,77.98,0,0,20,0,12,0,0,28,0,0,19,28,0,20,45.866,16.426,176.957,7824.362,17.11,74.62,6.132,0,0,0,0,1,0,0
39,1,0,0,0,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,26.49,0,0,110,0,0,0,87,0,40,0,40,98,0,40,28.585,73.562,405.126,2851.153,3.94,54.33,7.153,0,1,0,0,0,0,0
123,0,0,1,0,0,0,78,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55.86,0,78,0,0,0,0,0,82,95,0,97,0,19,96,85.446,18.136,153.507,40585.721,5.76,81.91,34.492,1,0,0,0,0,0,0
78,0,0,1,0,0,0,28,9,27,0,28,0,0,0,0,0,0,0,0,1,27,42,44,56.23,0,0,0,0,27,0,28,44,47,0,27,0,27,80,80.709,122.578,86.06,38605.671,4.77,82.66,32.797,0,0,0,0,1,0,0
61,1,0,0,0,0,0,0,3,0,0,0,20,0,0,1,0,0,0,0,0,0,0,58,91.63,0,3,63,0,0,0,0,58,0,37,0,0,0,62,77.915,41.285,258.037,2705.406,6.05,67.11,6.593,0,0,0,1,0,0,0
122,0,0,0,1,0,0,0,0,118,0,0,61,0,1,0,0,0,0,0,0,0,127,0,82.71,0,0,172,0,0,0,0,130,0,74,0,77,0,0,100,256.496,197.0668846,49903.029,13.22,83.92,16.17296,0,0,0,0,1,0,0
68,1,0,0,0,0,0,0,7,30,0,33,0,0,0,0,0,1,0,0,0,30,40,0,62.89,0,39,36,30,0,30,0,34,0,0,70,0,0,31,42.73,97.999,525.432,10550.206,17.31,71.99,8.05,1,0,0,0,0,0,0
67,0,1,0,0,0,0,0,4,46,37,0,0,0,0,0,0,0,0,0,1,0,43,47,48.8,22,0,0,0,43,46,0,47,0,0,0,0,0,54,60.308,147.674,261.899,15308.712,9.74,76.91,16.57,0,0,1,0,0,0,0
13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.044,46.858,443.129,17167.967,5.18,74.79,24.587,0,0,0,1,0,0,0
116,1,0,0,0,0,0,0,81,0,0,18,0,0,0,0,0,0,0,0,1,59,102,0,68.2,0,59,97,0,0,0,0,104,0,0,92,59,0,69,73.189,17.348,278.364,13913.839,6.73,76.88,10.068,1,0,0,0,0,0,0
82,0,1,0,0,0,0,0,1,75,0,0,0,0,0,0,0,0,0,0,1,62,91,59,83.97,83,32,0,0,0,69,0,94,83,0,0,0,77,83,30.852,81.721,202.104,5591.597,4.61,67.13,8.852,0,0,0,0,0,1,0
19,0,1,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,41.98,0,0,0,0,0,0,0,15,20,0,20,0,22,15,25.754,54.422,597.029,1803.987,9.59,64.83,3.918,1,0,0,0,0,0,0
150,0,0,0,1,0,0,102,1.5,97,0,0,0,99,0,0,1,0,0,0,0,0,101,94,70.08,0,3,99,0,0,0,0,105,151,98,0,0,0,106,81.482,4.037,105.599,44017.591,7.37,82.43,27.781,0,0,0,0,0,1,0
61,0,0,0,1,0,0,0,3.6,71,0,25,25,0,0,0,0,0,1,0,0,55,61,55,65.98,51,0,28,0,60,60,0,60,0,0,0,0,0,109,51.439,157.834,155.898,7423.808,10.18,74.3,7.71,0,0,0,0,0,1,0
116,1,0,0,0,0,0,0,1,0,0,0,95,0,0,0,0,0,1,0,0,0,134,0,71.2,0,85,64,0,0,64,0,138,0,0,46,138,0,117,19.899,0,280.775,1569.888,10.43,57.85,5.473,0,0,0,0,0,1,0
45,0,0,0,1,0,0,0,0,34,0,0,22,36,1,0,0,0,0,0,0,0,0,0,78.18,0,0,43,0,0,0,0,56,0,0,46,13,0,46,0,0,197.0668846,21655.2437,13.17,81.88,16.17296,0,1,0,0,0,0,0
31,0,0,1,0,0,0,0,1,6,0,12,12,0,0,0,0,0,0,1,0,6,16,9,37.4,0,0,10,0,9,8,0,19,0,0,55,0,0,62,57.242,73.726,253.782,22669.797,5.59,78.49,32.777,1,0,0,0,0,0,0
23,0,0,1,0,0,0,0,1,9,0,0,0,10,0,0,0,0,0,0,1,0,7,0,27.67,0,0,0,0,0,0,0,11,0,0,11,0,6,11,69.051,31.033,255.569,29481.252,4.02,78.74,32.943,1,0,0,0,0,0,0
122,1,0,0,0,0,0,0,0,113,0,0,0,114,0,0,1,0,0,0,0,113,118,122,61.95,0,0,0,0,113,118,0,122,122,0,122,0,120,123,35.771,44.304,311.11,1510.459,6.05,66.32,5.778,0,0,0,1,0,0,0
71,0,0,1,0,0,0,35,1,68,0,0,0,61,0,1,0,0,0,0,0,68,0,32,74,29,70,58,0,0,68,0,72,73,0,0,0,0,71,61.229,104.871,304.195,11803.431,10.08,78.57,21.831,0,0,1,0,0,0,0
104,1,0,0,0,0,0,18,4,0,0,0,0,93,0,0,0,1,0,0,0,0,0,0,72.72,0,0,107,0,0,0,0,0,0,32,0,0,0,99,40.766,622.962,224.644,20292.745,22.02,74.99,16.829,1,0,0,0,0,0,0
23,0,0,0,1,0,0,0,2,11,0,0,0,0,0,0,0,1,0,0,0,2,22,0,75.25,24,0,0,0,14,0,0,21,24,0,0,21,21,10,68.059,55.133,128.346,22267.037,8.33,78.51,12.948,0,1,0,0,0,0,0
100,0,0,1,0,0,0,59,1.363636364,0,0,88,0,0,0,0,0,0,0,1,0,0,0,0,67.98,0,90,0,95,0,0,90,95,0,0,107,0,41,107,71.644,108.043,278.296,26777.561,7.55,76.88,30.553,1,0,0,0,0,0,0
21,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,39.15,0,0,0,0,2,0,0,23,22,0,12,0,6,16,73.849,214.243,99.739,57410.166,5.59,83.78,31.08,0,1,0,0,0,0,0
54,1,0,0,0,0,0,0,0,43,43,40,40,0,0,0,0,0,0,1,0,0,43,0,73.93,0,0,50,0,43,40,0,43,57,0,52,43,0,41,67.373,15.405,344.094,4881.406,7.2,64.57,5.465,0,0,0,0,0,1,0
135,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,109,0,67.28,10,70,112,0,0,0,0,115,0,0,0,70,0,136,51.157,209.588,181.013,5338.454,2.42,54.69,4.198,0,0,1,0,0,0,0
21,0,1,0,0,0,0,0,41,0,0,0,0,0,1,0,0,0,0,0,0,0,50,0,86.51,0,0,5,0,0,0,1,21,9,0,22,0,0,22,55.985,145.725,342.864,11188.744,6.32,71.72,8.372,0,0,1,0,0,0,0
94,0,0,1,0,0,0,72,1,0,0,0,0,73,0,0,0,0,0,1,0,0,0,0,45.15,20,34,0,0,0,0,0,96,0,0,0,1,79,89,73.849,214.243,99.739,57410.166,5.59,83.78,31.08,1,0,0,0,0,0,0
72,1,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,1,0,0,0,29.53,0,12,143,0,0,0,120,8,73,0,73,131,0,73,28.585,73.562,405.126,2851.153,3.94,54.33,7.153,0,1,0,0,0,0,0
16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,54.09,0,1,0,0,0,0,0,14,0,0,18,0,47,46,59.039,65.032,496.218,9745.079,7.11,73.77,25.108,0,0,1,0,0,0,0
113,0,0,1,0,0,0,14,15,0,0,55,0,0,0,0,0,0,0,0,1,72,77,56,63.73,12,3,69,0,0,0,72,76,91,0,0,0,0,115,80.565,93.105,99.403,34272.36,7.17,83.56,33.235,0,0,1,0,0,0,0
43,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,47,43,84.45,23,0,0,0,43,0,4,43,24,0,0,0,44,44,94.859,304.128,310.496,23315.1805,21.52,80.07,15.044,0,0,0,1,0,0,0
70,0,1,0,0,0,0,0,2,0,0,0,34,0,1,0,0,0,0,0,0,14,65,55,84.57,55,0,53,0,29,54,0,56,0,0,0,0,0,103,100,232.128,132.235,65530.537,15.84,75.49,3.459,1,0,0,0,0,0,0
4,0,1,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83.82,0,0,0,0,0,0,0,0,0,0,11,0,4,11,47.149,351.873,370.437,7599.188,7.07,71.23,7.464,0,0,0,1,0,0,0
51,0,0,0,1,0,0,0,1.857142857,53,50,5,39,0,0,0,0,0,0,1,0,0,60,19,74.47,0,0,100,0,50,3,0,50,0,16,0,0,0,108,72.746,307.811,167.295,7292.458,8.87,73.32,13.69,0,0,0,0,0,1,0
103,0,0,1,0,0,0,88,1,0,0,88,0,0,0,0,0,0,1,0,0,0,0,0,55.31,0,0,0,0,0,0,0,0,0,33,0,33,0,100,91.223,231.447,128.275,94277.965,4.42,82.25,24.154,0,0,0,1,0,0,0
115,0,1,0,0,0,0,0,2,17,0,90,0,0,0,0,0,1,0,0,0,17,109,17,88.39,124,0,0,0,0,0,33,104,161,0,0,0,94,164,37.405,1265.036,298.003,3523.984,8.38,72.59,8.36,0,0,1,0,0,0,0
77,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,74,0,80.54,0,0,77,0,0,0,0,76,0,0,70,0,0,76,45.554,23.5,365.769,5443.837132,6.05,57.4,4.227,0,0,0,1,0,0,0
65,0,0,0,1,0,0,0,5.8,75,0,29,29,0,0,1,0,0,0,0,0,59,65,59,65.93,55,0,32,0,64,64,0,64,0,0,0,0,0,113,51.439,157.834,155.898,7423.808,10.18,74.3,7.71,0,0,0,0,0,1,0
116,0,0,0,1,0,0,116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40.47,12,0,0,0,0,0,0,0,0,0,0,0,0,111,87.052,0.137,199.941,21655.2437,2.16,71.7,16.17296,0,0,1,0,0,0,0
82,0,1,0,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,0,1,54,65,43,61.58,0,0,0,0,55,51,0,78,83,0,83,0,85,78,25.754,54.422,597.029,1803.987,9.59,64.83,3.918,0,0,0,1,0,0,0
92,0,0,0,1,0,0,0,2.5,0,0,105,59,0,0,0,0,0,0,0,1,0,105,0,82.55,0,0,0,0,0,106,0,108,0,0,122,13,151,119,93.576,376.232,108.094,35044.67,12.9,80.1,24.997,0,0,0,0,1,0,0
80,0,0,0,0,0,1,0,1,0,0,57,58,0,0,0,1,0,0,0,0,3,79,68,56.38,69,3,65,0,0,0,49,79,69,0,0,0,0,66,61.879,17.144,199.128,8827.01,8.27,74.25,10.211,0,1,0,0,0,0,0
148,0,0,0,0,1,0,0,1,95,0,89,102,0,0,0,0,0,0,0,1,0,0,0,48.21,0,0,94,0,0,0,35,0,0,56,0,21,0,149,86.124,3.202,107.791,44648.71,5.07,83.44,25.633,0,0,0,0,0,1,0
41,0,0,1,0,0,0,7,1,16,0,22,0,0,0,1,0,0,0,0,0,16,26,19,38.97,6,0,20,0,19,18,0,29,0,0,0,0,0,72,57.242,73.726,253.782,22669.797,5.59,78.49,32.777,1,0,0,0,0,0,0
27,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85.18,0,0,0,0,0,0,0,0,0,0,19,0,0,0,18.585,341.955,197.093,11669.077,10.68,76.98,15.4,1,0,0,0,0,0,0
59,1,0,0,0,0,0,0,1,60,0,0,22,0,0,1,0,0,0,0,0,8,60,0,57.22,0,8,66,0,0,0,30,60,59,0,59,60,0,60,37.861,43.951,405.994,1416.44,3.94,67.04,4.615,0,0,1,0,0,0,0
51,0,0,0,0,0,1,0,1.666666667,44,20,28,29,0,0,1,0,0,0,0,0,0,50,39,75.61,40,0,36,0,47,0,20,50,40,0,0,0,0,37,61.879,17.144,199.128,8827.01,8.27,74.25,10.211,0,1,0,0,0,0,0
22,0,0,1,0,0,0,5,34,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,35.33,0,0,0,0,7,0,0,12,10,0,55,10,3,13,91.876,508.544,109.361,48472.545,5.29,82.28,30.66,0,1,0,0,0,0,0
85,1,0,0,0,0,0,0,1,0,0,0,13,74,0,0,0,0,0,1,0,0,87,0,74.75,0,0,88,0,0,0,86,0,0,13,0,0,0,80,40.766,622.962,224.644,20292.745,22.02,74.99,16.829,1,0,0,0,0,0,0
142,0,0,1,0,0,0,121,2,0,0,124,0,0,0,0,0,0,1,0,0,0,0,0,57.8,0,0,0,0,0,0,0,0,0,50,0,0,0,145,58.515,106.749,145.183,45436.686,6.35,81.54,32.95,0,0,0,1,0,0,0
86,0,1,0,0,0,0,8,1,14,0,8,0,0,0,0,1,0,0,0,0,0,22,0,94.85,0,0,15,0,6,0,6,30,37,0,38,24,0,34,50.692,135.132,109.861,16277.671,7.04,77.15,18.263,0,0,1,0,0,0,0
120,1,0,0,0,0,0,0,1.794117647,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71.21,0,0,0,0,0,0,0,0,84,0,121,0,121,0,13.366,423.062,293.068,702.225,6.05,61.58,4.066,1,0,0,0,0,0,0
33,0,0,0,1,0,0,0,62,4,0,0,0,0,0,0,0,1,0,0,0,4,11,0,64.11,0,0,0,0,8,0,4,10,34,0,0,4,13,10,80.444,66.444,152.783,17336.469,13.06,75.05,11.178,0,0,0,0,1,0,0
30,1,0,0,0,0,0,0,1.642857143,27,0,0,0,31,0,0,0,0,1,0,0,0,32,0,80.18,31,24,42,0,0,0,40,41,0,0,0,24,0,14,42.484,104.7,325.721,1390.3,2.42,54.7,3.823,0,0,1,0,0,0,0
47,0,0,1,0,0,0,19,1,0,0,24,0,0,0,0,0,0,0,1,0,35,39,27,42.77,23,0,0,0,36,0,0,39,0,0,0,0,5,48,73.921,137.176,227.485,32605.906,6.82,79.38,30.607,1,0,0,0,0,0,0
92,0,0,1,0,0,0,47,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39.9,0,47,44,0,0,0,0,51,64,0,66,0,0,65,85.446,18.136,153.507,40585.721,5.76,81.91,34.492,0,0,0,1,0,0,0
104,0,0,0,1,0,0,0,0,0,0,0,68,0,0,1,0,0,0,0,0,0,110,0,82.22,0,65,0,0,0,0,0,104,0,81,0,16,47,0,93.36,37.312,197.0668846,21655.2437,10.97,80.22,16.17296,0,1,0,0,0,0,0
