new_cases
13
108
121
106
105
103
0
71
168
0
0
37
82
67
41
78
39
0
0
215
76
79
7
120
45
3
0
160
97
38
105
0
71
1
55
3
11
3
2
18
50
78
31
5
34
16
0
180
51
88
0
89
100
7
56
27
53
37
27
27
60
0
49
29
24
103
51
61
49
83
56
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
67
126
117
117
108
92
79
120
123
101
130
139
127
135
124
136
125
140
141
154
146
143
120
119
155
158
155
152
156
152
178
154
168
156
112
293
289
211
271
305
236
254
261
313
351
264
369
375
585
0
254
239
164
189
254
239
216
239
225
179
262
246
277
330
283
210
229
365
435
461
391
424
390
275
339
399
491
390
427
5493
9006
0
4890
5939
5641
6377
5929
5241
5376
4824
6792
7147
7513
7482
6134
4688
7369
7043
7663
7498
6365
6663
5469
4557
6840
6693
8225
8159
7759
5352
8713
8771
10550
10104
11730
425
206
361
267
359
468
410
289
355
453
532
369
278
721
602
377
641
395
411
715
418
410
426
386
313
316
414
231
385
292
253
311
174
220
243
171
195
210
104
137
152
117
126
99
164
107
120
137
64
132
164
163
89
126
85
32
131
103
114
130
116
76
111
138
241
229
221
260
162
344
158
425
308
275
216
140
308
291
316
227
382
174
332
321
417
396
412
363
339
318
279
286
241
226
193
144
129
105
87
79
84
93
91
103
89
112
124
131
146
139
162
184
169
152
133
148
137
142
188
0
4
4
0
0
0
5
0
5
3
0
0
0
2
0
2
0
1
0
3
6
0
4
3
0
1
0
0
1
2
6
65
443
145
553
439
496
229
184
595
685
703
635
684
309
148
794
812
765
768
771
303
121
873
717
611
669
587
163
132
707
725
612
581
511
203
115
608
527
524
535
612
192
0
0
0
0
35
0
0
0
109
0
22
0
0
0
0
65
0
0
0
62
0
0
0
0
32
0
20
0
0
0
30
0
0
0
2275
2772
2960
3009
2695
2772
2199
886
1356
1918
2654
2977
2851
2611
2487
2907
2996
2995
2617
2766
2644
2024
2595
3200
2747
2868
2401
2265
1973
2485
2545
2519
2436
2211
2131
321
359
462
289
384
351
439
390
444
227
208
346
299
297
382
375
418
322
382
386
407
460
462
326
378
0
755
0
0
765
353
735
0
292
746
317
363
357
158
156
130
119
115
152
147
143
138
121
99
84
126
127
111
124
112
97
58
97
101
105
116
92
73
84
128
149
161
174
183
177
82
247
191
181
177
0
0
0
0
8
1
0
15
14
28
32
7
1
23
33
86
60
32
64
0
23
78
0
52
43
20
18
27
17
30
58
52
0
2
0
0
0
0
0
1
0
0
0
0
0
1
1
0
0
0
0
3
0
4
0
0
0
1
0
0
1
0
0
0
0
1148
2382
516
1207
1700
1555
2004
1360
1693
1515
1780
1282
1468
1164
944
1636
1693
1743
0
1388
2687
1198
879
1796
2031
1015
1370
992
722
999
851
1095
1035
1280
945
59961
55891
51147
24578
23284
40816
69074
57837
52383
45392
25800
16641
51603
57152
53139
50230
49970
23010
22048
52160
55155
60091
50644
41576
23101
19373
47784
49298
45323
30355
50032
23421
17078
47134
47161
44235
43412
41350
0
0
0
0
0
12
10
0
0
1
0
5
0
4
1
0
0
1
4
2
1
1
1
2
1
1
1
3
0
3
1
0
1
65
0
0
0
0
0
0
0
105
0
0
0
157
0
0
148
0
0
0
94
0
0
0
0
0
0
254
0
71
0
0
1
0
0
6
0
3
6
0
0
4
0
2
21
0
0
0
6
5
0
0
0
0
15
12
0
0
0
0
0
0
12
7
0
2
405
0
680
775
571
543
432
534
350
355
699
383
476
329
513
287
285
147
760
395
374
424
236
245
666
289
423
405
418
237
198
785
282
336
383
499
257
267
751
322
448
431
510
315
117
154
148
110
65
132
192
219
137
342
49
66
130
181
181
161
182
152
105
187
273
233
268
251
200
125
196
310
264
306
294
276
157
202
379
360
340
375
46
55
54
20
77
80
80
130
84
74
135
139
157
179
189
213
207
223
276
166
172
158
114
107
122
132
120
92
121
113
58
81
99
70
65
96
66
53
33
40
49
38
41
23
34
32
30
22
27
0
162
0
0
176
0
11
0
159
0
0
91
0
27
0
0
81
0
0
0
0
90
0
0
15
0
0
0
0
0
129
0
0
0
7254
8181
8125
10284
8670
9965
9488
10673
11470
10199
7129
10735
11996
9486
9674
10611
10142
12830
12066
11286
11306
11578
11643
8328
12462
13056
11541
8419
10965
8044
10549
10432
10142
9752
8498
9394
21
26
19
0
78
29
67
36
48
58
45
46
55
23
25
37
80
73
63
27
16
24
50
68
47
44
43
54
23
36
62
69
46
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
281
131
112
192
283
294
249
232
125
101
208
278
243
211
320
175
120
139
289
292
326
292
198
121
190
281
315
247
506
239
133
258
367
403
349
477
317
529
202
249
522
454
569
815
781
305
340
633
684
902
870
955
240
509
879
741
1740
1164
995
704
317
1079
1182
1521
1452
1339
718
481
1431
769
1707
2327
1134
782
711
1278
1576
1507
1571
1479
785
9
13
0
0
0
80
79
8
82
4
4
0
6
3
1
10
0
9
0
2
3
2
0
0
8
0
0
1
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
1
0
0
0
0
40
48
0
0
109
30
57
91
64
0
0
207
77
112
121
136
0
0
373
144
111
144
165
104
134
123
115
85
116
71
0
0
270
83
57
90
73
0
1462
1819
2012
1248
534
1492
1733
1734
1766
828
874
1178
1365
876
1173
1069
954
767
595
1130
910
1354
1057
764
428
386
1004
883
857
694
600
447
609
340
407
426
342
612
675
605
593
616
642
614
602
563
556
515
507
532
551
571
529
538
521
498
492
495
488
477
469
450
442
419
403
411
409
401
392
398
370
391
397
387
379
901
987
658
467
1118
914
1177
985
877
292
517
922
903
1671
1432
1603
887
242
862
1547
1233
1066
1279
854
209
1190
1534
1033
973
608
680
520
741
1519
670
922
765
676
667
668
659
511
479
420
465
409
401
321
238
167
157
112
123
131
141
167
178
174
168
129
145
112
116
139
115
0
324
111
123
89
0
241
141
206
237
223
212
2
0
0
14
0
0
0
3
0
0
0
3
0
0
0
0
0
0
0
0
0
0
19
0
0
2
0
0
0
9
0
2
0
0
4581
1358
1357
2615
2255
0
0
6361
1828
2031
2789
3092
0
0
8532
5760
2953
4088
4507
0
0
8618
3632
3172
7550
5479
0
0
16269
5114
6671
7039
8148
0
0
19382
7117
7296
9658
9779
0
0
2
1
5
1
4
0
4
9
13
8
7
1
11
22
11
9
14
5
6
9
7
0
3
7
6
2
8
7
20
17
21
7
3
19
17
14
18
579
653
610
805
915
469
0
1290
588
459
564
552
801
565
773
584
943
1086
1038
1652
982
1460
1386
1336
1778
1829
1368
1638
1472
1545
1533
1186
1733
1514
17
20
2
11
11
10
8
8
5
5
6
10
9
9
11
10
13
17
29
20
22
14
16
17
22
19
41
17
20
11
21
24
0
66
29
0
0
67
43
21
17
23
7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
836
0
0
2080
584
998
1062
1130
0
0
2551
725
1392
1377
1346
0
0
3376
1039
1695
1604
2288
0
0
4854
1397
2524
2669
2846
3310
3015
493
2238
3776
4771
4586
3602
4897
1955
3304
5429
6111
7379
5453
31
13
14
6
8
10
0
5
8
3
6
5
15
9
0
7
12
25
14
14
5
23
0
15
20
10
10
0
9
15
9
17
10
15
11
8
7
0
0
1
0
1
0
1
0
0
1
0
1
0
7
0
0
4
2
2
1
3
6
2
5
1
6
0
0
0
19
8
14
2
2
49
0
